"Planning_Area","Subzone","Subzone_Lat","Subzone_Long","Hospital_Polyclinic","Hospital_Polyclinic_Lat","Hospital_Polyclinic_Long","Duration..min.","WalkTime..min.","WalkDistance..m.","Transfers","TransitTime..min.","Heuristic.Distance..km.","Weekend","Peak.Hour"
"Downtown Core","Bugis",1.299145734,103.8560368,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,15.52,7.73,508.25,0,7.78,1.6277196718561,0,0
"Downtown Core","Bugis",1.299145734,103.8560368,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,12.83,6.27,406.68,0,6.57,1.6277196718561,0,1
"Downtown Core","Bugis",1.299145734,103.8560368,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,13.3,6.98,458.58,0,6.32,1.6277196718561,0,1
"Downtown Core","Bugis",1.299145734,103.8560368,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,13.32,6.98,458.58,0,6.33,1.6277196718561,0,1
"Downtown Core","Bugis",1.299145734,103.8560368,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,12.83,6.27,406.68,0,6.57,1.6277196718561,1,0
"Downtown Core","Bugis",1.299145734,103.8560368,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,13.3,6.98,458.58,0,6.32,1.6277196718561,1,0
"Downtown Core","Bugis",1.299145734,103.8560368,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,15.52,7.73,508.25,0,7.78,1.6277196718561,1,0
"Downtown Core","Bugis",1.299145734,103.8560368,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,12.83,6.27,406.68,0,6.57,1.6277196718561,1,1
"Downtown Core","Bugis",1.299145734,103.8560368,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,13.3,6.98,458.58,0,6.32,1.6277196718561,1,1
"Downtown Core","Bugis",1.299145734,103.8560368,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,13.32,6.98,458.58,0,6.33,1.6277196718561,1,1
"Downtown Core","Bugis",1.299145734,103.8560368,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,14.97,8.17,537.86,0,6.8,1.99768207943227,0,0
"Downtown Core","Bugis",1.299145734,103.8560368,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,15.45,7.18,459.82,0,8.27,1.99768207943227,0,0
"Downtown Core","Bugis",1.299145734,103.8560368,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,15.63,6.63,440.6,0,9,1.99768207943227,0,0
"Downtown Core","Bugis",1.299145734,103.8560368,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,14.97,8.17,537.86,0,6.8,1.99768207943227,0,1
"Downtown Core","Bugis",1.299145734,103.8560368,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,15.45,7.18,459.82,0,8.27,1.99768207943227,0,1
"Downtown Core","Bugis",1.299145734,103.8560368,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,15.63,6.63,440.6,0,9,1.99768207943227,0,1
"Downtown Core","Bugis",1.299145734,103.8560368,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,14.97,8.17,537.86,0,6.8,1.99768207943227,1,0
"Downtown Core","Bugis",1.299145734,103.8560368,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,15.45,7.18,459.82,0,8.27,1.99768207943227,1,0
"Downtown Core","Bugis",1.299145734,103.8560368,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,15.63,6.63,440.6,0,9,1.99768207943227,1,0
"Downtown Core","Bugis",1.299145734,103.8560368,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,14.97,8.17,537.86,0,6.8,1.99768207943227,1,1
"Downtown Core","Bugis",1.299145734,103.8560368,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,15.45,7.18,459.82,0,8.27,1.99768207943227,1,1
"Downtown Core","Bugis",1.299145734,103.8560368,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,15.63,6.63,440.6,0,9,1.99768207943227,1,1
"Downtown Core","Bugis",1.299145734,103.8560368,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,19.6,9.25,635.23,1,7.32,2.73871444108138,0,0
"Downtown Core","Bugis",1.299145734,103.8560368,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,22.27,7.82,542.45,1,10.22,2.73871444108138,0,0
"Downtown Core","Bugis",1.299145734,103.8560368,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,23.85,13.42,877.95,0,10.43,2.73871444108138,0,0
"Downtown Core","Bugis",1.299145734,103.8560368,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,19.12,9.25,635.23,1,7.32,2.73871444108138,0,1
"Downtown Core","Bugis",1.299145734,103.8560368,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,23.47,7.82,542.45,1,10.22,2.73871444108138,0,1
"Downtown Core","Bugis",1.299145734,103.8560368,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,24.33,14.13,929.85,0,10.2,2.73871444108138,0,1
"Downtown Core","Bugis",1.299145734,103.8560368,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,19.6,9.25,635.23,1,7.32,2.73871444108138,1,0
"Downtown Core","Bugis",1.299145734,103.8560368,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,22.27,7.82,542.45,1,10.22,2.73871444108138,1,0
"Downtown Core","Bugis",1.299145734,103.8560368,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,23.85,13.42,877.95,0,10.43,2.73871444108138,1,0
"Downtown Core","Bugis",1.299145734,103.8560368,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,19.12,9.25,635.23,1,7.32,2.73871444108138,1,1
"Downtown Core","Bugis",1.299145734,103.8560368,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,23.47,7.82,542.45,1,10.22,2.73871444108138,1,1
"Downtown Core","Bugis",1.299145734,103.8560368,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,24.33,14.13,929.85,0,10.2,2.73871444108138,1,1
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,14.27,7.2,479.25,0,7.07,2.83888257092006,0,0
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,18.03,5.13,320.55,0,12.9,2.83888257092006,0,0
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,18.42,5.25,340.43,0,13.17,2.83888257092006,0,0
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,14.27,7.2,479.25,0,7.07,2.83888257092006,0,1
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,18.03,5.13,320.55,0,12.9,2.83888257092006,0,1
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,18.42,5.25,340.43,0,13.17,2.83888257092006,0,1
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,14.27,7.2,479.25,0,7.07,2.83888257092006,1,0
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,18.03,5.13,320.55,0,12.9,2.83888257092006,1,0
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,18.42,5.25,340.43,0,13.17,2.83888257092006,1,0
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,14.27,7.2,479.25,0,7.07,2.83888257092006,1,1
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,18.03,5.13,320.55,0,12.9,2.83888257092006,1,1
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,18.42,5.25,340.43,0,13.17,2.83888257092006,1,1
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,18.52,11.45,749.4,0,7.07,3.05352910101669,0,0
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,23,10.1,642.04,0,12.9,3.05352910101669,0,0
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,23.38,10.22,661.92,0,13.17,3.05352910101669,0,0
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,18.52,11.45,749.4,0,7.07,3.05352910101669,0,1
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,23,10.1,642.04,0,12.9,3.05352910101669,0,1
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,23.02,9.37,608.43,0,13.65,3.05352910101669,0,1
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,18.52,11.45,749.4,0,7.07,3.05352910101669,1,0
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,23,10.1,642.04,0,12.9,3.05352910101669,1,0
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,23.38,10.22,661.92,0,13.17,3.05352910101669,1,0
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,18.52,11.45,749.4,0,7.07,3.05352910101669,1,1
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,23,10.1,642.04,0,12.9,3.05352910101669,1,1
"Downtown Core","Bugis",1.299145734,103.8560368,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,23.02,9.37,608.43,0,13.65,3.05352910101669,1,1
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,12.08,5.03,292.32,0,7.05,1.08916569928177,0,0
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,16.65,11.08,667.24,0,5.57,1.08916569928177,0,0
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,12.08,5.03,292.32,0,7.05,1.08916569928177,0,1
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,16.65,11.08,667.24,0,5.57,1.08916569928177,0,1
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,16.83,10.05,664.31,0,6.78,1.08916569928177,0,1
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,12.08,5.03,292.32,0,7.05,1.08916569928177,1,0
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,16.65,11.08,667.24,0,5.57,1.08916569928177,1,0
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,12.08,5.03,292.32,0,7.05,1.08916569928177,1,1
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,16.65,11.08,667.24,0,5.57,1.08916569928177,1,1
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,16.83,10.05,664.31,0,6.78,1.08916569928177,1,1
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,17,15.68,1008.59,0,1.32,1.36063901098597,0,0
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,19.28,12.5,754.27,0,6.78,1.36063901098597,0,0
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,17,15.68,1008.59,0,1.32,1.36063901098597,0,1
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,17.05,10,613.81,0,7.05,1.36063901098597,0,1
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,17,15.68,1008.59,0,1.32,1.36063901098597,1,0
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,19.28,12.5,754.27,0,6.78,1.36063901098597,1,0
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,17,15.68,1008.59,0,1.32,1.36063901098597,1,1
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,17.05,10,613.81,0,7.05,1.36063901098597,1,1
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,22.78,11.62,700.49,1,8.7,3.52217630610198,0,0
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,23.05,6.52,346.92,0,16.53,3.52217630610198,0,0
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,26.1,6.52,346.92,1,16.02,3.52217630610198,0,0
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,23.05,6.52,346.92,0,16.53,3.52217630610198,0,1
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,25.83,12.7,745.01,0,13.13,3.52217630610198,0,1
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,27.12,10.35,613.02,0,16.77,3.52217630610198,0,1
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,22.78,11.62,700.49,1,8.7,3.52217630610198,1,0
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,23.05,6.52,346.92,0,16.53,3.52217630610198,1,0
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,26.1,6.52,346.92,1,16.02,3.52217630610198,1,0
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,23.05,6.52,346.92,0,16.53,3.52217630610198,1,1
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,25.83,12.7,745.01,0,13.13,3.52217630610198,1,1
"Downtown Core","Cecil",1.278642608,103.8488651,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,27.12,10.35,613.02,0,16.77,3.52217630610198,1,1
"Downtown Core","Cecil",1.278642608,103.8488651,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,22.25,5.97,348.47,0,16.28,3.5715827972918,0,0
"Downtown Core","Cecil",1.278642608,103.8488651,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,24.02,5.28,329.99,1,16,3.5715827972918,0,0
"Downtown Core","Cecil",1.278642608,103.8488651,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,25.65,7.27,450.94,1,16.27,3.5715827972918,0,0
"Downtown Core","Cecil",1.278642608,103.8488651,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,22.25,5.97,348.47,0,16.28,3.5715827972918,0,1
"Downtown Core","Cecil",1.278642608,103.8488651,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,26.87,5.28,329.99,2,16,3.5715827972918,0,1
"Downtown Core","Cecil",1.278642608,103.8488651,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,28.37,5.28,329.99,1,16.5,3.5715827972918,0,1
"Downtown Core","Cecil",1.278642608,103.8488651,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,22.25,5.97,348.47,0,16.28,3.5715827972918,1,0
"Downtown Core","Cecil",1.278642608,103.8488651,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,24.02,5.28,329.99,1,16,3.5715827972918,1,0
"Downtown Core","Cecil",1.278642608,103.8488651,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,25.65,7.27,450.94,1,16.27,3.5715827972918,1,0
"Downtown Core","Cecil",1.278642608,103.8488651,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,22.25,5.97,348.47,0,16.28,3.5715827972918,1,1
"Downtown Core","Cecil",1.278642608,103.8488651,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,26.87,5.28,329.99,2,16,3.5715827972918,1,1
"Downtown Core","Cecil",1.278642608,103.8488651,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,28.37,5.28,329.99,1,16.5,3.5715827972918,1,1
"Downtown Core","Cecil",1.278642608,103.8488651,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,25.4,11.45,728.89,1,11.62,4.39737264533581,0,0
"Downtown Core","Cecil",1.278642608,103.8488651,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,27,4.98,317.38,1,19.68,4.39737264533581,0,0
"Downtown Core","Cecil",1.278642608,103.8488651,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,29.03,5.67,335.86,1,18.68,4.39737264533581,0,0
"Downtown Core","Cecil",1.278642608,103.8488651,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,24.23,6.52,414.64,0,17.72,4.39737264533581,0,1
"Downtown Core","Cecil",1.278642608,103.8488651,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,26.43,4.98,317.38,1,19.43,4.39737264533581,0,1
"Downtown Core","Cecil",1.278642608,103.8488651,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,27.23,5.67,335.86,1,18.68,4.39737264533581,0,1
"Downtown Core","Cecil",1.278642608,103.8488651,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,25.4,11.45,728.89,1,11.62,4.39737264533581,1,0
"Downtown Core","Cecil",1.278642608,103.8488651,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,27,4.98,317.38,1,19.68,4.39737264533581,1,0
"Downtown Core","Cecil",1.278642608,103.8488651,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,29.03,5.67,335.86,1,18.68,4.39737264533581,1,0
"Downtown Core","Cecil",1.278642608,103.8488651,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,24.23,6.52,414.64,0,17.72,4.39737264533581,1,1
"Downtown Core","Cecil",1.278642608,103.8488651,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,26.43,4.98,317.38,1,19.43,4.39737264533581,1,1
"Downtown Core","Cecil",1.278642608,103.8488651,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,27.23,5.67,335.86,1,18.68,4.39737264533581,1,1
"Downtown Core","Central",1.275673659,103.85242,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,17.17,15.85,1046.8,0,1.32,1.55007410837151,0,0
"Downtown Core","Central",1.275673659,103.85242,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,17.82,11.03,741.69,0,6.78,1.55007410837151,0,0
"Downtown Core","Central",1.275673659,103.85242,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,15.75,12.05,836.77,0,3.7,1.55007410837151,0,1
"Downtown Core","Central",1.275673659,103.85242,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,17.17,15.85,1046.8,0,1.32,1.55007410837151,0,1
"Downtown Core","Central",1.275673659,103.85242,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,17.17,15.85,1046.8,0,1.32,1.55007410837151,1,0
"Downtown Core","Central",1.275673659,103.85242,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,17.82,11.03,741.69,0,6.78,1.55007410837151,1,0
"Downtown Core","Central",1.275673659,103.85242,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,15.75,12.05,836.77,0,3.7,1.55007410837151,1,1
"Downtown Core","Central",1.275673659,103.85242,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,17.17,15.85,1046.8,0,1.32,1.55007410837151,1,1
"Downtown Core","Central",1.275673659,103.85242,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,21.42,20.1,1316.95,0,1.32,1.80658524094856,0,0
"Downtown Core","Central",1.275673659,103.85242,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,22.78,16,1063.18,0,6.78,1.80658524094856,0,0
"Downtown Core","Central",1.275673659,103.85242,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,20,16.3,1106.92,0,3.7,1.80658524094856,0,1
"Downtown Core","Central",1.275673659,103.85242,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,21.42,20.1,1316.95,0,1.32,1.80658524094856,0,1
"Downtown Core","Central",1.275673659,103.85242,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,21.42,20.1,1316.95,0,1.32,1.80658524094856,1,0
"Downtown Core","Central",1.275673659,103.85242,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,22.78,16,1063.18,0,6.78,1.80658524094856,1,0
"Downtown Core","Central",1.275673659,103.85242,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,20,16.3,1106.92,0,3.7,1.80658524094856,1,1
"Downtown Core","Central",1.275673659,103.85242,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,21.42,20.1,1316.95,0,1.32,1.80658524094856,1,1
"Downtown Core","Central",1.275673659,103.85242,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,32.33,16.8,1104.21,1,11.53,3.94135257386634,0,0
"Downtown Core","Central",1.275673659,103.85242,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,33.07,14.33,942.78,1,16,3.94135257386634,0,0
"Downtown Core","Central",1.275673659,103.85242,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,36.93,13.95,918.79,1,20.87,3.94135257386634,0,0
"Downtown Core","Central",1.275673659,103.85242,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,33.3,16.8,1104.21,1,11.53,3.94135257386634,0,1
"Downtown Core","Central",1.275673659,103.85242,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,33.35,16.8,1104.21,1,11.55,3.94135257386634,0,1
"Downtown Core","Central",1.275673659,103.85242,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,39.65,11.97,797.84,1,21.1,3.94135257386634,0,1
"Downtown Core","Central",1.275673659,103.85242,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,32.33,16.8,1104.21,1,11.53,3.94135257386634,1,0
"Downtown Core","Central",1.275673659,103.85242,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,33.07,14.33,942.78,1,16,3.94135257386634,1,0
"Downtown Core","Central",1.275673659,103.85242,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,36.93,13.95,918.79,1,20.87,3.94135257386634,1,0
"Downtown Core","Central",1.275673659,103.85242,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,33.3,16.8,1104.21,1,11.53,3.94135257386634,1,1
"Downtown Core","Central",1.275673659,103.85242,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,33.35,16.8,1104.21,1,11.55,3.94135257386634,1,1
"Downtown Core","Central",1.275673659,103.85242,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,39.65,11.97,797.84,1,21.1,3.94135257386634,1,1
"Downtown Core","Central",1.275673659,103.85242,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,27.2,16.03,1008.85,1,8.7,3.97742710072412,0,0
"Downtown Core","Central",1.275673659,103.85242,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,30.9,13.02,835.81,1,14.32,3.97742710072412,0,0
"Downtown Core","Central",1.275673659,103.85242,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,33.87,11.58,737.37,1,20.18,3.97742710072412,0,0
"Downtown Core","Central",1.275673659,103.85242,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,27.85,13.02,835.81,0,14.83,3.97742710072412,0,1
"Downtown Core","Central",1.275673659,103.85242,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,31.92,16.85,1101.91,0,15.07,3.97742710072412,0,1
